매출액,영업이익,당기순이익,자산총계,자본총계,자본금,영업활동현금흐름,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,EPS(원),PER(배),BPS(원),PBR(배),발행주식수(보통주)
-0.24228341507822404,-0.3496484652185236,-0.2672668782234893,-0.3529426085034253,-0.5501210828853448,-0.5000210667795971,-0.042898789445706347,-0.34951461698444736,-0.5332911340254404,-0.29901879046831925,1.0473750324296545,0.4077007374676837,-0.04330346587975374,0.3509812246006146,-0.151921003439922,-0.18263139751443347,0.14879414978006547,-0.6323047825858845
-0.1922478960186318,0.039307059078788446,0.13113926683571397,1.0294854435016507,0.1271806919076691,1.4048528269216445,-0.40429561031230243,0.40063690845418526,0.23111281475066484,0.043023987701733504,-0.08334794211832312,-0.6647122568909857,3.602371809729331,-0.3528548283358866,-0.1867445603473931,-0.27290648901312897,-0.6307453301575191,1.1575418443652452
1.2418021907573573,0.891893631175724,-0.14311444498194148,0.07080349779872314,0.6005672252034205,-0.30899023782183804,1.85282621779995,0.35054828914590624,-0.25574426395828886,-0.3886695724333929,-0.48715461144793937,-0.6149853201446958,-0.138083451693075,-0.19955664158860317,-0.08639280495812152,0.09422213597600913,-0.4929695795824699,-0.5624248541639842
-0.08321799153423066,-0.20394331129141763,-0.2286725392470176,-0.29222754113080346,-0.3416591657380808,-0.3856624752946802,-0.05195668571457089,-0.22557207157195303,-0.40793502005864685,-0.31609026206258073,-0.15504291605184564,-0.2722134794281307,-0.257539372868381,0.2555936807655166,-0.15830188340870371,0.17097922748250277,-0.514385499360975,-0.5998214845734826
0.6729972836064565,0.392918512467609,-0.043546410747502186,-0.09748932425059073,0.19888251414945474,-0.4237032464291257,0.6620905953050057,0.07864196519101432,-0.3005964515243894,-0.3380685039354323,-0.33347659557249626,-0.4420356596371587,-0.1960595301828673,0.9039041016844792,-0.11102223746037725,0.9514011701450296,-0.46370115588517963,-0.645405889850579
0.2937954638238824,0.9517344878034,0.9404143122486063,0.21776450348106707,0.0734391006848408,-0.47863790039657034,1.3170863118271354,-0.3184475495250616,0.46706598951079153,0.10824314265466038,1.0144210645902556,-0.19715395226391938,1.1061900891490284,1.4925634663357035,-0.18883840598984364,0.11015531291838677,-0.5086745874200402,-0.31786167408729643
-0.3732680947238549,-0.31853282677734523,-0.3927593926794981,-0.26636220115140663,-0.30452012564984854,-0.3566002712602901,-0.17388391365014608,-0.1359173667947133,-0.23830174657147218,-0.42056357924422866,-0.728763458582658,-0.7213196502939951,-0.15037251626131917,-0.4820063912687168,-0.18506449062102429,0.13496980357427968,-0.640025562061538,-0.6107294378557847
-0.2543872841138188,-0.3036981599027099,-0.22427463635228706,-0.2935681300737108,-0.29602111854985774,-0.25824951980244565,-0.28065493682285775,-0.3093486452191612,-0.40812669607388674,-0.2472932537815151,-0.23734746011902869,-0.24437890477140223,-0.3786522465697423,-0.0785785754514821,-0.17574040806590124,-0.042009809783686805,-0.6171819142977993,-0.506508270501967
-0.522799797964266,-0.20230617473043888,-0.12229445593181829,-0.3643587581956686,-0.5311917374358051,-0.5159698372862747,-0.17618148837010744,-0.3431227467515878,2.1108794962068496,0.8223826669511305,2.6688710011907375,3.3034347458569853,-0.5390947295353907,0.2762465859180814,-0.1697034078559161,-0.2625707786969165,0.3408235637939942,-0.5087795004370947
-0.5896425364642658,-0.4812822797472787,-0.38988430934665486,-0.37824369154887133,-0.5986032452589293,-0.4839541572321295,-0.3388809320988948,-0.3522285679854332,0.06588808961400408,-0.049591301306655,-0.11003261851510507,0.04741500707946916,-0.5325589723492834,-0.4881945276440171,-0.1675932819157061,-0.3461619754479128,0.11809799809754129,-0.3704156390429073
