기업명_그룹,매출액,영업이익,당기순이익,자산총계,자본총계,자본금,영업활동현금흐름,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,EPS(원),PER(배),BPS(원),PBR(배),발행주식수(보통주)
PI첨단소재,2512.5,280.6666666666667,250.0,5041.166666666667,3256.0,147.0,505.6666666666667,1229.0,9.569999999999999,8.631666666666666,7.796666666666667,5.3933333333333335,55.13666666666666,851.6666666666666,-239.59666666666666,11087.166666666666,3.078333333333333,29366322.0
POSCO홀딩스,795357.1666666666,49220.833333333336,33090.5,985202.3333333334,583852.3333333334,4824.0,61893.5,255769.16666666666,6.213333333333334,4.166666666666667,5.955000000000001,3.581666666666667,68.71833333333333,34841.333333333336,15.57,698942.6666666666,0.5516666666666666,85007164.16666667
S-Oil,365893.3333333333,21691.833333333332,14056.166666666666,204412.83333333334,85113.0,2915.0,20595.5,56313.666666666664,5.868333333333333,3.8200000000000003,18.108333333333334,7.305,141.01666666666668,12054.5,7.023333333333333,73108.16666666667,1.0683333333333334,112582792.0
SK,1246263.3333333333,55988.5,20698.5,1958818.5,738012.1666666666,161.0,92549.66666666667,796171.1666666666,4.498333333333333,1.8183333333333334,1.5683333333333336,1.2616666666666667,165.215,4252.333333333333,-2.6794207317073173,378623.8333333333,0.515,73673829.0
SKC,19196.5,221.33333333333334,-1143.5,66772.0,23899.0,1893.0,-1193.3333333333333,33065.833333333336,-1.6000000000000003,-8.748333333333335,-8.076666666666666,-1.5750000000000004,179.47166666666666,-3267.6666666666665,-17.582771961297013,46963.666666666664,2.191666666666667,37868298.0
SK네트웍스,87051.66666666667,1197.8333333333333,502.6666666666667,92901.16666666667,22929.666666666668,6487.0,287.6666666666667,51038.333333333336,1.3516666666666666,0.5116666666666666,2.0516666666666663,0.5399999999999999,306.15333333333336,180.66666666666666,-952.5216666666666,10456.666666666666,0.48,241982956.0
SK바이오사이언스,5093.75,1095.5,1055.0,19168.25,16782.5,383.5,1561.25,420.0,10.3325,14.087499999999999,10.487499999999999,7.484999999999999,14.482500000000002,1425.25,197.4425,21866.5,5.125,76745812.5
SK바이오팜,4186.0,950.0,648.0,6437.0,4442.0,392.0,-929.0,157.0,22.68,15.49,15.75,11.34,44.91,828.0,117.39,5672.0,17.14,78313250.0
SK스퀘어,27352.0,161.0,2561.0,221606.0,171632.0,141.0,3424.0,22757.0,0.59,9.36,1.55,1.14,29.12,1836.0,18.27,118972.0,0.28,141467571.0
SK아이이테크놀로지,6371.75,598.75,855.0,38589.75,23628.25,713.0,1213.25,12553.25,9.49,13.45,4.077500000000001,2.5475,62.9275,1212.25,81.4975,33139.75,3.0975,71297592.0
SK이노베이션,724721.1666666666,22394.5,9906.0,710815.3333333334,260275.5,4890.5,27369.0,272336.0,3.1283333333333334,1.3433333333333335,3.7450000000000006,1.6433333333333333,173.12333333333336,7265.333333333333,42.68333333333334,223112.66666666666,0.7266666666666667,97718846.5
SK케미칼,18324.0,2110.1666666666665,1458.5,40539.0,26686.5,987.8333333333334,957.6666666666666,8783.666666666666,11.008333333333333,7.7299999999999995,5.836666666666666,4.0183333333333335,51.94833333333333,5694.5,21.771666666666665,109990.83333333333,0.7583333333333333,17314949.166666668
SK텔레콤,173640.16666666666,16451.666666666668,12920.5,306475.8333333333,122217.83333333333,305.0,50319.166666666664,111338.5,9.466666666666667,7.488333333333333,9.743333333333334,3.905,150.77666666666667,5028.333333333333,10.214999999999998,52985.833333333336,0.9500000000000001,218833144.0
TCC스틸,6297.833333333333,245.83333333333334,105.0,5101.833333333333,2129.6666666666665,254.83333333333334,1.6666666666666667,2157.6666666666665,3.8383333333333334,1.6666666666666667,7.309999999999999,2.9,139.48666666666665,462.0,-94.78771812080537,8197.5,3.9716666666666662,25485521.5
TKG휴켐스,11109.333333333334,1092.0,836.0,9443.0,7336.666666666667,409.0,578.6666666666666,511.6666666666667,9.936666666666667,7.676666666666667,11.706666666666665,8.953333333333333,28.74666666666667,2029.6666666666667,10.463333333333333,18944.0,1.1166666666666667,40878588.0
iM금융지주,72070.33333333333,5992.5,4468.666666666667,909922.0,63322.5,8457.0,2257.6666666666665,145673.16666666666,8.758333333333333,6.511666666666667,7.44,0.5066666666666667,1337.2733333333333,2451.1666666666665,3.3350000000000004,34286.0,0.2383333333333333,169145833.0
강원랜드,12492.666666666666,2049.0,2072.1666666666665,42515.0,35195.5,1070.0,3441.1666666666665,617.3333333333334,14.758333333333333,15.085,5.906666666666666,4.871666666666667,20.766666666666666,968.3333333333334,-62.47272108843537,17359.833333333332,1.1500000000000001,213940500.0
고려아연,102548.5,8190.333333333333,6679.833333333333,117163.5,91872.66666666667,1010.8333333333334,7722.0,8872.166666666666,7.961666666666666,6.478333333333334,7.831666666666667,6.088333333333334,27.62,33713.333333333336,16.154999999999998,449165.6666666667,1.1616666666666668,20220346.666666668
금호석유화학,72300.83333333333,9630.666666666666,8911.333333333334,79149.33333333333,56572.5,1675.0,8410.166666666666,8792.833333333334,12.373333333333335,11.670000000000002,18.165000000000003,12.131666666666666,40.29833333333333,27005.0,6.616666666666667,210772.83333333334,0.6533333333333333,29094584.166666668
금호타이어,36406.333333333336,2062.8333333333335,480.8333333333333,47042.0,13280.166666666666,14363.0,2060.0,22518.166666666668,5.034999999999999,0.9383333333333334,3.2966666666666655,0.9433333333333334,254.86666666666667,141.5,-1.562815249266863,4187.666666666667,1.035,287260287.0
기아,904009.3333333334,90592.66666666667,69852.83333333333,760259.0,422122.3333333333,21393.0,99859.33333333333,62483.166666666664,9.81,7.613333333333332,17.525000000000002,9.503333333333334,80.95333333333333,17290.666666666668,4.941666666666666,105965.33333333333,0.7816666666666666,403703775.0
기업은행,263969.1666666667,34703.666666666664,26334.833333333332,4342877.333333333,302493.3333333333,42114.0,-61499.166666666664,2109215.8333333335,13.493333333333332,10.226666666666667,9.08,0.6283333333333333,1336.9433333333334,3294.3333333333335,3.3166666666666664,37734.833333333336,0.29,788571655.3333334
넷마블,25600.0,-453.1666666666667,-4058.8333333333335,87137.83333333333,54147.166666666664,86.0,-1622.6666666666667,20862.833333333332,-1.7233333333333336,-15.466666666666667,-6.588333333333334,-4.378333333333333,60.491666666666674,-4198.666666666667,-4.425444349810012,64383.833333333336,1.0783333333333334,85953502.0
녹십자,16400.333333333332,565.8333333333334,360.6666666666667,25738.333333333332,15421.166666666666,584.0,579.8333333333334,6549.333333333333,3.4416666666666664,2.2283333333333335,2.3783333333333334,1.5316666666666665,66.92833333333333,2484.6666666666665,-16.380672809711864,114366.5,1.245,11686538.0
녹십자홀딩스,20289.166666666668,301.6666666666667,45.166666666666664,36490.166666666664,19148.666666666668,266.0,298.5,11803.666666666666,1.535,0.33000000000000007,-0.6783333333333333,0.18999999999999995,90.69666666666667,-139.5,5.130585544373285,22178.833333333332,0.8266666666666667,47028210.0
농심,31921.666666666668,1611.3333333333333,1410.1666666666667,31122.833333333332,23589.666666666668,304.0,2439.1666666666665,695.8333333333334,4.968333333333334,4.375,6.141666666666667,4.628333333333333,31.916666666666668,23230.0,16.668333333333333,405916.3333333333,0.9250000000000002,6082642.0
대상,39934.5,1340.5,858.6666666666666,32090.166666666668,13205.833333333334,360.0,1668.8333333333333,13194.0,3.3850000000000002,2.2016666666666667,6.825,2.848333333333333,142.82833333333332,2366.6666666666665,9.706666666666667,36078.333333333336,0.6016666666666667,34648025.0
대우건설,107445.0,7076.333333333333,5109.0,110780.16666666667,38085.5,20781.0,-2663.0,25134.5,6.691666666666666,4.796666666666667,14.19,4.715,192.28666666666666,1214.1666666666667,3.66,9239.666666666666,0.48666666666666664,415622638.0
대웅,17245.666666666668,1973.1666666666667,1524.3333333333333,22208.166666666668,13369.833333333334,291.0,1747.5,4809.5,11.471666666666666,8.738333333333335,14.901666666666666,7.078333333333333,66.24166666666667,2126.6666666666665,11.598333333333334,20996.666666666668,1.085,58141980.0
대웅제약,13065.166666666666,1080.1666666666667,780.8333333333334,16413.666666666668,8195.333333333334,290.0,1140.6666666666667,4776.833333333333,8.231666666666667,5.815,11.968333333333334,4.838333333333334,101.01666666666665,6821.333333333333,31.71666666666667,60228.0,2.3183333333333334,11586575.0
대한유화,24098.5,-727.8333333333334,-392.1666666666667,22433.333333333332,18712.5,410.0,782.5,1188.8333333333333,-3.2766666666666673,-1.8233333333333333,-2.065,-1.7016666666666669,19.855,-6033.166666666667,-18.293074238414643,302980.0,0.5433333333333333,6500000.0
대한전선,25717.833333333332,625.5,480.3333333333333,17162.166666666668,8353.5,1750.3333333333333,-34.0,4177.833333333333,2.3916666666666666,1.8033333333333335,6.318333333333334,2.9033333333333338,120.82166666666667,352.8333333333333,46.60166666666667,6099.666666666667,2.0833333333333335,132733065.66666667
대한항공,142574.0,20749.166666666668,12375.166666666666,293071.1666666667,91493.83333333333,18297.0,44894.166666666664,112703.66666666667,14.87,8.665000000000001,14.979999999999999,4.341666666666666,223.58666666666667,3353.3333333333335,8.321666666666667,24240.166666666668,1.0316666666666665,364820688.3333333
더블유게임즈,6009.333333333333,1996.8333333333333,488.0,12864.833333333334,11312.5,92.0,1191.3333333333333,639.8333333333334,33.32833333333334,8.796666666666663,6.453333333333333,4.176666666666666,14.208333333333334,2390.5,2.1349069512862617,41069.0,1.0233333333333334,21604471.0
덴티움,3638.1666666666665,1227.0,862.0,7068.0,4048.6666666666665,62.0,605.1666666666666,2061.0,33.35333333333333,23.518333333333334,23.67833333333333,12.99,76.30833333333332,7787.5,14.116666666666667,47028.5,2.3283333333333336,11068830.0
동서,5195.666666666667,413.6666666666667,1488.6666666666667,16534.0,15680.833333333334,498.0,1019.1666666666666,23.666666666666668,8.011666666666667,28.685000000000002,9.733333333333334,9.163333333333334,5.508333333333333,1477.3333333333333,14.809999999999997,15739.833333333334,1.3483333333333334,99700000.0
동원시스템즈,13258.333333333334,860.5,643.1666666666666,15005.166666666666,7411.5,1464.6666666666667,1930.3333333333333,5159.833333333333,6.495,4.838333333333334,8.905,4.378333333333333,102.90333333333332,2166.1666666666665,19.088333333333335,25272.833333333332,1.575,29024136.833333332
두산,173722.33333333334,12470.0,504.5,272395.0,104376.33333333333,1237.0,12524.833333333334,80017.5,7.16,0.4116666666666666,-21.551666666666666,0.14499999999999993,162.8033333333333,-18320.0,-1.3759331432363455,98612.0,0.96,16523835.0
두산밥캣,87227.83333333333,11513.666666666666,7397.666666666667,96988.5,53724.166666666664,545.1666666666666,9512.833333333334,15438.0,12.969999999999999,8.316666666666666,14.520000000000001,7.93,81.53666666666666,7379.166666666667,6.301666666666667,53624.666666666664,0.8133333333333334,100249166.0
두산에너빌리티,157671.33333333334,12472.5,2153.1666666666665,239570.83333333334,102487.83333333333,31649.5,14149.5,56708.0,7.878333333333333,1.47,-1.7316666666666665,0.875,134.74666666666667,-201.16666666666666,90.71678695535952,11121.0,1.4816666666666667,624568838.5
두산퓨얼셀,2980.5,62.0,-15.0,9941.833333333334,5170.833333333333,82.0,-1053.5,2987.6666666666665,1.8716666666666668,-0.8366666666666666,-0.2916666666666667,-0.06000000000000005,92.36166666666666,-18.666666666666668,171.0065384615385,6318.5,4.6433333333333335,65493726.0
롯데쇼핑,150322.16666666666,4175.333333333333,-671.3333333333334,314613.0,110627.33333333333,1414.0,16671.833333333332,148734.16666666666,2.8000000000000003,-0.39833333333333343,-0.6749999999999998,-0.19333333333333327,184.38666666666668,-2463.8333333333335,2.034478336120994,340161.0,0.24,28288755.0
롯데웰푸드,34585.333333333336,1440.5,545.8333333333334,39124.166666666664,19963.333333333332,44.5,2931.8333333333335,12467.333333333334,4.188333333333333,1.5733333333333333,3.1733333333333333,1.4766666666666666,96.28666666666668,6621.333333333333,18.856666666666666,224550.66666666666,0.5499999999999999,8931597.833333334
롯데정밀화학,20022.833333333332,2529.1666666666665,2373.1666666666665,26986.333333333332,23227.666666666668,1290.0,3761.0,221.16666666666666,12.133333333333333,12.603333333333333,11.131666666666668,9.413333333333332,16.308333333333334,9197.833333333334,7.998333333333334,91196.5,0.6649999999999999,25800000.0
롯데지주,139380.16666666666,4461.833333333333,2191.1666666666665,222923.16666666666,96967.16666666667,211.16666666666666,10202.0,85163.0,3.15,1.5866666666666667,1.4649999999999999,1.03,129.88833333333332,951.1666666666666,-85.20586206896552,97292.5,0.295,104909237.0
롯데칠성,29772.666666666668,2100.1666666666665,1498.0,39602.833333333336,14799.833333333334,50.0,2768.0,16312.5,7.09,5.028333333333333,10.501666666666667,3.9416666666666664,167.245,14787.5,10.665000000000001,142977.16666666666,1.0833333333333333,9278884.0
롯데케미칼,204186.5,-1721.1666666666667,2252.6666666666665,294755.5,184441.83333333334,1926.5,5866.166666666667,77262.5,-0.5966666666666666,1.2433333333333334,1.6099999999999997,1.0866666666666667,59.115,6141.666666666667,-28.417437185929646,385601.3333333333,0.44333333333333336,39403898.0
메리츠금융지주,576234.0,27303.166666666668,20043.333333333332,944488.5,90431.5,922.5,16860.833333333332,175059.83333333334,4.778333333333333,3.518333333333333,28.481666666666666,2.2466666666666666,952.1,9788.833333333334,5.395,43773.666666666664,1.1833333333333333,166545213.33333334
미래에셋증권,187560.33333333334,7866.166666666667,5992.0,1178611.5,111023.5,41020.0,-13802.666666666666,287842.3333333333,4.616666666666667,3.5499999999999994,5.533333333333332,0.5083333333333334,960.7316666666667,751.5,12.271666666666667,17900.666666666668,0.41,613649741.3333334
미스토홀딩스,40429.0,3789.3333333333335,2886.8333333333335,48121.833333333336,25195.666666666668,611.0,3301.0,13276.166666666666,9.388333333333334,7.083333333333333,10.395000000000001,6.38,90.92166666666667,2881.8333333333335,31.113333333333333,30752.333333333332,1.1866666666666668,60752222.0
미원상사,4167.333333333333,688.0,641.8333333333334,4244.0,3522.6666666666665,67.0,815.8333333333334,5.333333333333333,16.486666666666668,15.408333333333333,19.436666666666664,15.924999999999999,20.701666666666664,13081.5,13.488333333333335,73382.83333333333,2.42,4820000.0
삼성E&A,99116.66666666667,8147.333333333333,6047.5,75267.16666666667,28349.0,9800.0,856.3333333333334,1645.1666666666667,8.125,6.03,25.11,8.38,171.29166666666666,3370.3333333333335,7.965000000000001,15143.5,1.7333333333333334,196000000.0
삼성SDI,196853.0,15533.5,19212.0,314108.1666666667,182255.5,3567.0,22947.833333333332,54156.333333333336,7.911666666666666,9.735000000000001,11.321666666666665,6.5183333333333335,72.40666666666665,25726.5,21.948333333333334,251442.33333333334,2.195,70303724.0
삼성물산,410776.1666666667,24772.666666666668,25127.333333333332,619315.6666666666,361619.8333333333,188.0,24714.0,52303.833333333336,5.956666666666666,6.096666666666667,6.928333333333334,4.218333333333333,71.98333333333333,10971.833333333334,11.251666666666665,189691.16666666666,0.6516666666666666,186239375.5
삼성바이오로직스,31090.666666666668,9742.666666666666,7604.833333333333,148787.66666666666,87419.33333333333,1758.1666666666667,12265.333333333334,20081.0,31.705000000000002,24.651666666666667,9.735,5.708333333333333,69.74833333333333,10808.833333333334,80.82333333333334,123560.0,6.911666666666666,70471943.33333333
삼성생명,327773.5,22096.0,20523.333333333332,3129693.3333333335,426269.3333333333,1000.0,14506.5,195545.16666666666,6.796666666666667,6.28,5.13,0.6533333333333333,636.01,9580.0,7.278333333333333,226903.0,0.30166666666666664,200000000.0
삼성에스디에스,146550.0,8441.5,8328.833333333334,118975.33333333333,85507.5,387.0,13237.0,8005.833333333333,5.8066666666666675,5.601666666666667,10.313333333333334,7.316666666666667,39.236666666666665,10535.166666666666,15.67,106979.16666666667,1.425,77377800.0
삼성전기,92002.33333333333,9723.333333333334,7089.833333333333,111515.83333333333,77248.33333333333,3880.0,14038.666666666666,14804.0,10.459999999999999,7.625,9.718333333333334,6.745,44.345,8853.666666666666,20.36,100023.5,1.5416666666666667,74693696.0
삼성중공업,70899.33333333333,-3868.1666666666665,-5289.5,146503.66666666666,35781.166666666664,8801.0,-6817.5,32592.333333333332,-6.636666666666666,-8.141666666666667,-13.618333333333332,-4.016666666666667,313.30833333333334,-660.8333333333334,-25.945285763311215,4218.333333333333,1.5599999999999998,880000000.0
삼성증권,127147.5,7813.666666666667,5753.833333333333,571546.3333333334,63901.333333333336,4585.0,7271.333333333333,86551.5,6.468333333333334,4.763333333333334,9.386666666666667,0.98,796.4133333333333,6443.333333333333,6.048333333333335,71558.0,0.52,89300000.0
