기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
한국전력(2024/12),933989.0,83647.0,83647.0,52565.0,36220.0,34917.0,1303.0,2468078.0,2054450.0,413628.0,399152.0,14476.0,32098.0,158761.0,-140931.0,-38493.0,142160.0,16601.0,1362329.0,8.96,3.88,9.22,1.49,496.69,703.24,5439.0,3.69,62177.0,0.32,213.0,1.06,3.92,641964077.0
한국전력(2025/12)(예측),973740.0,135551.0,,99769.0,73263.0,72638.0,,2512900.0,2031539.0,481361.0,465857.0,,32099.0,209543.0,-171240.0,-21234.0,163516.0,44760.0,,13.92,7.52,16.79,2.94,422.04,,11315.0,2.27,72567.0,0.35,1332.0,5.18,11.77,
한국전력(2026/12)(예측),994502.0,149697.0,,116120.0,85337.0,84619.0,,2561704.0,2003138.0,558566.0,541998.0,,32099.0,234026.0,-177704.0,-42572.0,168341.0,68305.0,,15.05,8.58,16.79,3.36,358.62,,13181.0,1.95,84428.0,0.3,1623.0,6.32,12.32,
한국전력(2027/12)(예측),1017763.0,162636.0,,134674.0,100173.0,99541.0,,2637706.0,1972829.0,664877.0,647315.0,,32099.0,252304.0,-181048.0,-58187.0,174152.0,75834.0,,15.98,9.84,16.74,3.85,296.72,,15506.0,1.66,100834.0,0.25,2243.0,8.73,14.47,
HMM(2020/12),64133.0,9808.0,9808.0,1278.0,1240.0,1239.0,1.0,93734.0,76848.0,16885.0,16874.0,12.0,16336.0,14085.0,-20342.0,11555.0,18297.0,-4212.0,61141.0,15.29,1.93,8.92,1.5,455.11,-176.08,384.0,36.32,5164.0,2.7,0.0,0.0,0.0,326726323.0
HMM(2021/12),137941.0,73775.0,73775.0,53272.0,53372.0,53371.0,1.0,178761.0,75178.0,103583.0,103573.0,10.0,24452.0,75050.0,-63144.0,-7182.0,17089.0,57961.0,58197.0,53.48,38.69,88.62,39.17,72.58,212.9,13754.0,1.96,21179.0,1.27,600.0,2.23,5.5,489039496.0
HMM(2022/12),185828.0,99494.0,99494.0,102154.0,101171.0,101170.0,2.0,260667.0,52855.0,207811.0,207795.0,16.0,24452.0,110821.0,-48516.0,-33307.0,4768.0,106053.0,38778.0,53.54,54.44,64.98,46.05,25.43,615.66,20687.0,0.95,42490.0,0.46,1200.0,6.14,5.8,489039496.0
HMM(2023/12),84010.0,5848.0,5848.0,10543.0,9687.0,9686.0,1.0,257134.0,42726.0,214408.0,214392.0,16.0,34452.0,19797.0,-14871.0,-22380.0,20371.0,-574.0,30271.0,6.96,11.53,4.59,3.74,19.93,444.83,1829.0,10.71,31115.0,0.63,700.0,3.58,49.8,689039496.0
HMM(2024/12),117002.0,35128.0,35128.0,38966.0,37821.0,37822.0,0.0,338486.0,59930.0,278555.0,278539.0,16.0,44052.0,48746.0,-62322.0,-5391.0,25370.0,23376.0,43771.0,30.02,32.32,15.35,12.7,21.52,421.49,5055.0,3.49,31615.0,0.56,600.0,3.4,13.98,881039496.0
HMM(2025/12)(예측),102718.0,18172.0,,22126.0,21169.0,21084.0,,338934.0,55866.0,283068.0,280444.0,,47932.0,33037.0,1298.0,-16135.0,10983.0,19902.0,,17.69,20.61,7.54,6.25,19.74,,2393.0,7.63,31831.0,0.57,694.0,3.8,28.98,
HMM(2026/12)(예측),94747.0,11233.0,,14880.0,14187.0,14147.0,,346960.0,55811.0,291149.0,288831.0,,47932.0,25195.0,-10712.0,-11282.0,10474.0,11757.0,,11.86,14.97,4.97,4.14,19.17,,1606.0,11.37,32783.0,0.56,653.0,3.58,40.69,
HMM(2027/12)(예측),93216.0,9182.0,,12082.0,11373.0,11244.0,,355012.0,54130.0,300882.0,297768.0,,51447.0,23180.0,-13356.0,-9796.0,10822.0,7417.0,,9.85,12.2,3.83,3.24,17.99,,1276.0,14.3,33797.0,0.54,512.0,2.81,40.16,
LG화학(2020/12),300589.0,18054.0,18054.0,9516.0,6824.0,5126.0,1698.0,413889.0,225985.0,187904.0,180391.0,7513.0,3914.0,58408.0,-52964.0,9381.0,55358.0,3050.0,101861.0,6.01,2.27,2.93,1.81,120.27,4565.03,6549.0,125.83,231866.0,3.55,10000.0,1.21,151.84,70592343.0
LG화학(2021/12),425993.0,50264.0,50264.0,48920.0,39539.0,36698.0,2841.0,511353.0,279253.0,232100.0,216938.0,15162.0,3914.0,55098.0,-53493.0,1237.0,57736.0,-2638.0,147657.0,11.8,9.28,18.47,8.55,120.32,5311.19,46880.0,13.12,278455.0,2.21,12000.0,1.95,25.49,70592343.0
LG화학(2022/12),509833.0,29794.0,29794.0,27783.0,21955.0,18454.0,3502.0,679738.0,304927.0,374811.0,314506.0,60306.0,3914.0,5699.0,-92292.0,133319.0,84063.0,-78364.0,159645.0,5.84,4.31,6.94,3.69,81.36,7846.54,23574.0,25.45,401795.0,1.49,10000.0,1.67,42.44,70592343.0
LG화학(2023/12),552498.0,18523.0,25292.0,24981.0,20534.0,13378.0,7156.0,774667.0,365285.0,409382.0,321926.0,87456.0,3914.0,75365.0,-131696.0,61575.0,129599.0,-54234.0,219281.0,3.35,3.72,4.2,2.82,89.23,7977.07,17090.0,29.2,411275.0,1.21,3500.0,0.7,20.51,70592343.0
LG화학(2024/12),489161.0,-5632.0,9168.0,-2681.0,5150.0,-6909.0,12059.0,938578.0,458623.0,479955.0,332842.0,147113.0,3914.0,70123.0,-136634.0,48213.0,146149.0,-76025.0,283763.0,-1.15,1.05,-2.11,0.6,95.56,7705.82,-8825.0,,425221.0,0.59,1000.0,0.4,-11.39,70592343.0
LG화학(2025/12)(예측),518048.0,19111.0,,13131.0,10538.0,6355.0,,931018.0,467844.0,463174.0,332591.0,,3911.0,62558.0,-98444.0,29140.0,104254.0,-38090.0,,3.69,2.03,1.91,1.13,101.01,,8118.0,27.78,424900.0,0.53,1763.0,0.78,19.59,
LG화학(2026/12)(예측),587756.0,38829.0,,33180.0,26508.0,19004.0,,990238.0,500874.0,489364.0,352420.0,,3911.0,80739.0,-79698.0,19996.0,81720.0,-4532.0,,6.61,4.51,5.55,2.76,102.35,,24277.0,9.29,450233.0,0.5,2784.0,1.23,10.34,
LG화학(2027/12)(예측),647652.0,52900.0,,47325.0,39877.0,31032.0,,1148605.0,577660.0,570945.0,407492.0,,3912.0,96137.0,-76376.0,18981.0,83444.0,4706.0,,8.17,6.16,8.17,3.73,101.18,,39642.0,5.69,520590.0,0.43,3571.0,1.58,8.12,
SK이노베이션(2020/12),345499.0,-24203.0,-24203.0,-27584.0,-21467.0,-21728.0,260.0,384981.0,230397.0,154585.0,145400.0,9185.0,4686.0,28508.0,-41287.0,21447.0,37631.0,-9123.0,147519.0,-7.0,-6.21,-13.58,-5.5,149.04,3379.04,-22626.0,,169266.0,1.1,0.0,0.0,0.0,94782129.0
SK이노베이션(2021/12),468534.0,17417.0,17417.0,8185.0,4885.0,2921.0,1964.0,495449.0,299242.0,196207.0,173109.0,23098.0,4686.0,-4955.0,-41107.0,50297.0,31752.0,-36707.0,174599.0,3.72,1.04,1.83,1.11,152.51,3819.34,3042.0,77.15,200443.0,1.17,0.0,0.0,0.02,94782129.0
SK이노베이션(2022/12),780569.0,39173.0,39173.0,28602.0,18952.0,15690.0,3262.0,672189.0,439766.0,232423.0,196516.0,35907.0,4686.0,4066.0,-51233.0,105072.0,67766.0,-63700.0,271682.0,5.02,2.43,8.49,3.25,189.21,4220.85,16339.0,9.27,223863.0,0.68,0.0,0.0,0.0,94782129.0
SK이노베이션(2023/12),772885.0,12868.0,19039.0,9322.0,5549.0,2562.0,2986.0,808355.0,508155.0,300200.0,222027.0,78173.0,5095.0,53679.0,-112442.0,94904.0,112381.0,-58702.0,305351.0,1.67,0.72,1.22,0.75,169.27,4248.82,2624.0,53.47,230169.0,0.61,0.0,0.0,0.0,100655564.0
SK이노베이션(2024/12),747170.0,231.0,3155.0,-23798.0,-23725.0,-22600.0,-1125.0,1105301.0,708812.0,396489.0,246414.0,150075.0,7860.0,22325.0,-72953.0,73271.0,100279.0,-77954.0,471285.0,0.03,-3.17,-9.65,-2.48,178.77,2668.92,-21236.0,,162364.0,0.69,2000.0,1.79,-13.17,151034776.0
SK이노베이션(2025/12)(예측),820970.0,12128.0,,-4416.0,-4281.0,-4180.0,,1048581.0,677092.0,371490.0,238583.0,,7170.0,30705.0,-55592.0,10771.0,59322.0,-26465.0,,1.48,-0.52,-1.72,-0.4,182.26,,-2745.0,,157204.0,0.62,1703.0,1.76,-61.55,
SK이노베이션(2026/12)(예측),854748.0,28246.0,,10864.0,7900.0,6838.0,,1077347.0,694363.0,382984.0,249471.0,,7170.0,38979.0,-54488.0,9801.0,48082.0,-6110.0,,3.31,0.92,2.8,0.74,181.3,,4490.0,21.56,164378.0,0.59,2003.0,2.07,44.25,
SK이노베이션(2027/12)(예측),883252.0,42857.0,,25823.0,18974.0,15533.0,,1148355.0,722752.0,425603.0,271561.0,,7860.0,55003.0,-38455.0,-6956.0,39412.0,34299.0,,4.85,2.15,5.96,1.7,169.82,,10200.0,9.49,178933.0,0.54,2694.0,2.78,26.19,
KT&G(2020/12),50553.0,14732.0,14732.0,16049.0,11716.0,11717.0,-1.0,114684.0,23768.0,90916.0,90369.0,547.0,9550.0,12617.0,-858.0,-8089.0,2161.0,10456.0,1540.0,29.14,23.18,13.22,10.54,26.14,901.98,8535.0,9.74,72831.0,1.14,4800.0,5.78,50.83,137292497.0
KT&G(2021/12),52284.0,13384.0,13384.0,14396.0,9718.0,9773.0,-55.0,116373.0,24284.0,92089.0,91588.0,501.0,9550.0,14198.0,-7976.0,-9476.0,2244.0,11954.0,1674.0,25.6,18.59,10.74,8.41,26.37,960.43,7118.0,11.1,76336.0,1.03,4800.0,6.08,58.93,137292497.0
KT&G(2022/12),58514.0,12676.0,12676.0,14295.0,10053.0,10158.0,-105.0,123017.0,29431.0,93586.0,93156.0,429.0,9550.0,8879.0,5475.0,-9318.0,2414.0,6465.0,1932.0,21.66,17.18,11.0,8.4,31.45,1012.04,7399.0,12.37,80114.0,1.14,5000.0,5.46,57.24,137292497.0
KT&G(2023/12),58626.0,11673.0,11673.0,12484.0,9224.0,9027.0,197.0,127725.0,34775.0,92949.0,91744.0,1205.0,9550.0,12660.0,-8483.0,-7758.0,4728.0,7932.0,6054.0,19.91,15.73,9.76,7.36,37.41,996.16,6615.0,13.14,81326.0,1.07,5200.0,5.98,65.45,133822497.0
KT&G(2024/12),59088.0,11888.0,11888.0,15658.0,11650.0,11657.0,-7.0,139252.0,45668.0,93585.0,92392.0,1193.0,9550.0,8223.0,-5297.0,-2934.0,7675.0,547.0,15222.0,20.12,19.72,12.66,8.73,48.8,975.77,8975.0,11.93,85662.0,1.25,5400.0,5.04,50.48,125362497.0
KT&G(2025/12)(예측),62446.0,12827.0,,14844.0,11011.0,10988.0,,140147.0,43600.0,96547.0,95332.0,,9544.0,12861.0,-2555.0,-9182.0,4852.0,5993.0,,20.54,17.63,11.71,7.88,45.16,,8973.0,12.63,88374.0,1.28,5580.0,4.92,61.98,
KT&G(2026/12)(예측),64850.0,13689.0,,15475.0,11464.0,11419.0,,144333.0,44143.0,100191.0,98953.0,,9544.0,13373.0,-3445.0,-8455.0,4373.0,7873.0,,21.11,17.68,11.76,8.06,44.06,,9355.0,12.11,91731.0,1.24,5729.0,5.06,61.23,
KT&G(2027/12)(예측),67414.0,14310.0,,16275.0,12057.0,12109.0,,151428.0,44472.0,106956.0,105684.0,,9540.0,13696.0,-3698.0,-7864.0,4771.0,8200.0,,21.23,17.89,11.83,8.15,41.58,,9920.0,11.42,97970.0,1.16,5856.0,5.17,59.03,
우리금융지주(2020/12),286376.0,20804.0,20804.0,20013.0,15152.0,13073.0,2080.0,3990810.0,3723552.0,267258.0,230536.0,36722.0,36113.0,36060.0,-14564.0,23672.0,1493.0,,571423.0,7.27,5.29,5.87,0.4,1393.24,640.05,1810.0,5.38,31918.0,0.3,360.0,3.7,19.89,722267683.0
우리금융지주(2021/12),271910.0,36597.0,36597.0,37492.0,28074.0,25879.0,2194.0,4471839.0,4183337.0,288502.0,258420.0,30082.0,36403.0,37997.0,-106669.0,90757.0,1193.0,,683820.0,13.46,10.32,10.59,0.66,1450.02,692.63,3572.0,3.56,35494.0,0.36,900.0,7.09,25.29,728060549.0
우리금융지주(2022/12),423727.0,44305.0,44305.0,44854.0,33240.0,31417.0,1823.0,4804744.0,4488471.0,316273.0,287619.0,28654.0,36403.0,186241.0,-69687.0,19198.0,1729.0,,699838.0,10.46,7.85,11.51,0.72,1419.17,768.92,4315.0,2.68,39505.0,0.29,1130.0,9.78,26.19,728060549.0
우리금융지주(2023/12),419863.0,34990.0,34990.0,35175.0,26269.0,25063.0,1206.0,4980049.0,4646074.0,333975.0,316669.0,17306.0,38027.0,16219.0,-22541.0,-28602.0,1647.0,,700144.0,8.33,6.26,8.29,0.54,1391.14,779.3,3389.0,3.84,42116.0,0.31,1000.0,7.69,29.82,751949461.0
우리금융지주(2024/12),466167.0,42552.0,42552.0,42228.0,31715.0,30860.0,855.0,5257533.0,4898581.0,358953.0,340968.0,17984.0,38027.0,-61293.0,-343.0,12453.0,2219.0,,753913.0,9.13,6.8,9.38,0.62,1364.69,844.88,4144.0,3.71,45919.0,0.33,1200.0,7.81,28.87,742591501.0
우리금융지주(2025/12)(예측),,41704.0,,41702.0,31283.0,29905.0,,5493600.0,5093135.0,369271.0,355596.0,,37948.0,,,,,,,,,8.59,0.58,1379.24,,4027.0,4.3,48168.0,0.36,1240.0,7.17,30.79,
우리금융지주(2026/12)(예측),,44124.0,,44156.0,33068.0,31887.0,,5685779.0,5287355.0,391094.0,379473.0,,37948.0,,,,,,,,,8.68,0.59,1351.94,,4294.0,4.03,51403.0,0.34,1327.0,7.67,30.89,
우리금융지주(2027/12)(예측),,46570.0,,46720.0,34995.0,33896.0,,5942744.0,5520350.0,422393.0,403517.0,,37923.0,,,,,,,,,8.66,0.6,1306.92,,4565.0,3.79,54659.0,0.32,1412.0,8.16,30.93,
KT(2020/12),239167.0,11841.0,11841.0,9751.0,7034.0,6580.0,454.0,336625.0,181111.0,155514.0,140114.0,15400.0,15645.0,47398.0,-37615.0,-6476.0,32076.0,15323.0,84599.0,4.95,2.94,4.75,2.06,116.46,869.01,2520.0,9.52,58008.0,0.41,1350.0,5.63,49.62,261111808.0
KT(2021/12),248980.0,16718.0,16718.0,19784.0,14594.0,13569.0,1025.0,371593.0,205922.0,165672.0,149765.0,15906.0,15645.0,55618.0,-51375.0,-413.0,34950.0,20668.0,95971.0,6.71,5.86,9.36,4.12,124.3,941.37,5197.0,5.89,63512.0,0.48,1910.0,6.24,33.19,261111808.0
KT(2022/12),256500.0,16901.0,16901.0,18941.0,13877.0,12625.0,1252.0,409807.0,225660.0,184147.0,166122.0,18026.0,15645.0,35971.0,-48386.0,6693.0,34399.0,1572.0,111787.0,6.59,5.41,7.99,3.55,122.54,1003.36,4835.0,6.99,64880.0,0.52,1960.0,5.8,39.75,261111808.0
KT(2023/12),263763.0,16498.0,16498.0,13241.0,9887.0,10099.0,-211.0,427100.0,241488.0,185611.0,167492.0,18120.0,15645.0,55033.0,-46205.0,-4528.0,36930.0,18103.0,113981.0,6.25,3.75,6.05,2.36,130.1,1018.72,3887.0,8.85,67972.0,0.51,1960.0,5.7,47.83,257860760.0
KT(2024/12),264312.0,8095.0,8095.0,5847.0,4171.0,4703.0,-532.0,418800.0,238834.0,179965.0,162107.0,17858.0,15645.0,50658.0,-28454.0,-13901.0,29095.0,21563.0,115801.0,3.06,1.58,2.85,0.99,132.71,973.02,1850.0,23.7,65942.0,0.66,2000.0,4.56,104.53,252021685.0
KT(2025/12)(예측),277499.0,24426.0,,22945.0,17448.0,16322.0,,429014.0,236946.0,192068.0,173846.0,,15642.0,55075.0,-34581.0,-10744.0,28332.0,25225.0,,8.8,6.29,9.72,4.12,123.37,,6476.0,7.97,71285.0,0.72,2367.0,4.59,36.54,
KT(2026/12)(예측),275479.0,21996.0,,20617.0,15876.0,14744.0,,435444.0,234570.0,200874.0,181892.0,,15642.0,54600.0,-32695.0,-10101.0,28357.0,27508.0,,7.99,5.76,8.29,3.67,116.77,,5850.0,8.82,74585.0,0.69,2422.0,4.69,41.4,
KT(2027/12)(예측),280088.0,22871.0,,21651.0,16304.0,15162.0,,445974.0,237633.0,208341.0,188610.0,,15642.0,52302.0,-37435.0,-7529.0,25783.0,27476.0,,8.17,5.82,8.19,3.7,114.06,,6016.0,8.58,77339.0,0.67,2629.0,5.1,43.7,
삼성중공업(2020/12),68603.0,-10541.0,-10541.0,-14750.0,-14927.0,-14824.0,-103.0,129222.0,92039.0,37182.0,37242.0,-60.0,31506.0,-2439.0,-1668.0,10114.0,978.0,-3418.0,48516.0,-15.37,-21.76,-33.05,-11.26,247.54,57.72,-2201.0,,5750.0,1.15,0.0,0.0,0.0,673516444.0
삼성중공업(2021/12),66220.0,-13120.0,-13120.0,-13498.0,-14521.0,-14451.0,-70.0,121386.0,80413.0,40973.0,41110.0,-138.0,8801.0,8450.0,998.0,-13691.0,394.0,8056.0,22723.0,-19.81,-21.93,-36.89,-11.59,196.26,469.56,-2053.0,,4813.0,1.18,,,0.0,880000000.0
삼성중공업(2022/12),59447.0,-8544.0,-8544.0,-5547.0,-6274.0,-6194.0,-80.0,144917.0,109198.0,35719.0,35945.0,-226.0,8801.0,-16930.0,11021.0,9468.0,624.0,-17554.0,31196.0,-14.37,-10.55,-16.08,-4.71,305.71,288.27,-704.0,,4208.0,1.21,,,0.0,880000000.0
삼성중공업(2023/12),80094.0,2333.0,2333.0,-2957.0,-1556.0,-1483.0,-73.0,155934.0,121842.0,34092.0,34393.0,-301.0,8801.0,-5165.0,-1947.0,3760.0,1534.0,-6699.0,36813.0,2.91,-1.94,-4.22,-1.03,357.39,264.44,-168.0,,4027.0,1.92,,,0.0,880000000.0
삼성중공업(2024/12),99031.0,5027.0,5027.0,-3155.0,539.0,639.0,-100.0,171946.0,134452.0,37495.0,37946.0,-451.0,8801.0,6545.0,3105.0,-5992.0,1734.0,4811.0,35436.0,5.08,0.54,1.77,0.33,358.59,268.15,73.0,155.7,4443.0,2.54,,,,880000000.0
삼성중공업(2025/12)(예측),108786.0,7241.0,,6162.0,5119.0,5020.0,,182418.0,139215.0,43204.0,43634.0,,8800.0,7775.0,-1051.0,-497.0,2041.0,5948.0,,6.66,4.71,12.31,2.89,322.23,,570.0,26.24,5108.0,2.93,6.0,0.04,1.03,
삼성중공업(2026/12)(예측),122280.0,10626.0,,9684.0,7637.0,7660.0,,194882.0,143550.0,51332.0,51659.0,,8800.0,9865.0,-1848.0,-436.0,2124.0,6512.0,,8.69,6.25,16.08,4.05,279.65,,870.0,17.2,6048.0,2.48,12.0,0.08,1.35,
삼성중공업(2027/12)(예측),130766.0,12650.0,,12115.0,9432.0,9569.0,,206046.0,144203.0,61843.0,62211.0,,8800.0,11032.0,-1272.0,-840.0,2365.0,6782.0,,9.67,7.21,16.81,4.71,233.18,,1087.0,13.77,7283.0,2.06,21.0,0.14,1.94,
현대로템(2020/12),27853.0,821.0,821.0,150.0,224.0,310.0,-86.0,41974.0,28512.0,13462.0,13635.0,-173.0,5457.0,564.0,-751.0,-216.0,305.0,259.0,11693.0,2.95,0.8,2.84,0.54,211.81,73.28,325.0,52.85,12493.0,1.38,0.0,0.0,0.0,109142293.0
현대로템(2021/12),28725.0,802.0,802.0,353.0,514.0,665.0,-151.0,41072.0,28389.0,12682.0,12931.0,-248.0,5457.0,-627.0,1461.0,-996.0,442.0,-1069.0,12400.0,2.79,1.79,5.01,1.24,223.85,86.41,609.0,34.13,11847.0,1.76,0.0,0.0,0.0,109142293.0
현대로템(2022/12),31633.0,1475.0,1475.0,1039.0,1945.0,1978.0,-33.0,48239.0,33324.0,14915.0,15203.0,-289.0,5457.0,7162.0,-4290.0,-971.0,325.0,6838.0,11554.0,4.66,6.15,14.06,4.36,223.43,125.99,1812.0,15.67,13930.0,2.04,0.0,0.0,0.0,109142293.0
현대로템(2023/12),35874.0,2100.0,2100.0,1808.0,1568.0,1610.0,-42.0,52415.0,35945.0,16470.0,16799.0,-329.0,5457.0,7342.0,-2704.0,-5763.0,547.0,6795.0,5949.0,5.85,4.37,10.06,3.12,218.25,153.38,1475.0,18.03,15391.0,1.73,100.0,0.38,6.78,109142293.0
현대로템(2024/12),43766.0,4566.0,4566.0,5096.0,4053.0,4069.0,-16.0,52854.0,32763.0,20091.0,20450.0,-359.0,5457.0,1425.0,2326.0,-2997.0,810.0,615.0,3511.0,10.43,9.26,21.85,7.7,163.07,221.45,3728.0,13.33,18737.0,2.65,200.0,0.4,5.36,109142293.0
현대로템(2025/12)(예측),56479.0,8471.0,,8624.0,6782.0,6786.0,,65057.0,38290.0,26768.0,27189.0,,5459.0,7991.0,-1287.0,1.0,1123.0,7095.0,,15.0,12.01,28.49,11.5,143.04,,6218.0,17.56,24912.0,4.38,229.0,0.21,3.69,
현대로템(2026/12)(예측),64792.0,9604.0,,9929.0,7825.0,7828.0,,74723.0,40441.0,34283.0,35044.0,,5459.0,8072.0,-1510.0,-267.0,1335.0,6547.0,,14.82,12.08,25.16,11.2,117.96,,7173.0,15.22,32108.0,3.4,291.0,0.27,4.05,
현대로템(2027/12)(예측),73808.0,11273.0,,11656.0,9111.0,9142.0,,84911.0,42076.0,42835.0,44451.0,,5460.0,9555.0,-1635.0,-434.0,1588.0,8721.0,,15.27,12.34,23.0,11.41,98.23,,8377.0,13.04,40728.0,2.68,351.0,0.32,4.19,
기업은행(2020/12),185746.0,21255.0,21255.0,20869.0,15479.0,15357.0,122.0,3616162.0,3364738.0,251423.0,250183.0,1241.0,41832.0,-79382.0,-82643.0,158719.0,,,1660085.0,11.44,8.33,6.44,0.46,1338.27,501.03,2005.0,4.41,31597.0,0.28,471.0,5.33,24.28,738664360.0
기업은행(2021/12),174917.0,32313.0,32313.0,33179.0,24259.0,24125.0,135.0,3980719.0,3705381.0,275338.0,273874.0,1465.0,42114.0,-2347.0,-106414.0,171178.0,,,1837622.0,18.47,13.87,9.21,0.64,1345.75,553.8,3032.0,3.4,34345.0,0.3,780.0,7.57,25.78,744300587.0
기업은행(2022/12),275092.0,36470.0,36470.0,36042.0,26747.0,26677.0,70.0,4311863.0,4019304.0,292559.0,290938.0,1621.0,42114.0,-148524.0,-65544.0,287103.0,,,2122026.0,13.26,9.72,9.45,0.65,1373.84,594.69,3345.0,2.94,36485.0,0.27,960.0,9.78,28.7,797425869.0
기업은행(2023/12),286238.0,34323.0,34323.0,34930.0,26752.0,26697.0,55.0,4484273.0,4166105.0,318168.0,316566.0,1602.0,42114.0,-23200.0,-6358.0,64046.0,,,2191207.0,11.99,9.35,8.79,0.61,1309.41,655.5,3348.0,3.54,39698.0,0.3,984.0,8.3,29.39,797425869.0
기업은행(2024/12),324300.0,35941.0,35941.0,35675.0,26543.0,26445.0,98.0,4722198.0,4379887.0,342311.0,339467.0,2844.0,42114.0,-197174.0,-41689.0,128498.0,,,2312526.0,11.08,8.19,8.06,0.58,1279.51,712.83,3316.0,4.32,42570.0,0.34,1065.0,7.43,32.11,797425869.0
기업은행(2025/12)(예측),,36614.0,,36747.0,27655.0,27505.0,,5004626.0,4644519.0,357933.0,355745.0,,42110.0,,,,,,,,,7.91,0.57,1297.6,,3449.0,4.41,44612.0,0.34,1120.0,7.37,32.46,
기업은행(2026/12)(예측),,38623.0,,38701.0,28755.0,28615.0,,5202303.0,4824233.0,378043.0,374001.0,,42110.0,,,,,,,,,7.84,0.56,1276.11,,3588.0,4.24,46901.0,0.32,1186.0,7.8,33.05,
기업은행(2027/12)(예측),,40468.0,,40508.0,29981.0,29824.0,,5464439.0,5067120.0,397317.0,394522.0,,42111.0,,,,,,,,,7.76,0.56,1275.33,,3740.0,4.06,49474.0,0.31,1254.0,8.25,33.52,
삼성SDI(2020/12),112948.0,6713.0,6713.0,8034.0,6310.0,5747.0,562.0,215342.0,81753.0,133589.0,129776.0,3813.0,3567.0,19488.0,-17784.0,2406.0,17283.0,2206.0,39593.0,5.94,5.59,4.54,3.05,61.2,3481.82,7991.0,76.94,189698.0,3.31,978.0,0.16,11.65,70303724.0
삼성SDI(2021/12),135532.0,10676.0,10676.0,16633.0,12504.0,11698.0,806.0,258332.0,106365.0,151967.0,147043.0,4924.0,3567.0,21760.0,-19495.0,5827.0,22547.0,-787.0,46565.0,7.88,9.23,8.45,5.28,69.99,3789.74,16265.0,39.43,214937.0,3.05,978.0,0.15,5.72,70303724.0
삼성SDI(2022/12),201241.0,18080.0,18080.0,26523.0,20394.0,19521.0,872.0,302575.0,130400.0,172175.0,164857.0,7318.0,3567.0,26411.0,-29462.0,6287.0,28089.0,-1678.0,52203.0,8.98,10.13,12.52,7.27,75.74,4336.92,27143.0,21.32,240978.0,2.45,1007.0,0.17,3.53,70303724.0
삼성SDI(2023/12),214368.0,15455.0,15455.0,23818.0,20660.0,20092.0,568.0,340389.0,141316.0,199072.0,185114.0,13959.0,3567.0,21035.0,-41048.0,9027.0,40482.0,-19447.0,57989.0,7.21,9.64,11.48,6.43,70.99,4860.4,27936.0,16.54,270587.0,1.74,978.0,0.21,3.33,70303724.0
삼성SDI(2024/12),165922.0,2734.0,3633.0,5273.0,5755.0,5993.0,-238.0,405973.0,190301.0,215672.0,197664.0,18008.0,3567.0,-1376.0,-49197.0,55444.0,62713.0,-64089.0,117396.0,1.65,3.47,3.13,1.54,88.24,4984.94,8333.0,29.08,288932.0,0.86,978.0,0.4,11.17,70303724.0
삼성SDI(2025/12)(예측),152010.0,-701.0,,2746.0,2580.0,2266.0,,446241.0,217107.0,229134.0,212496.0,,3935.0,25006.0,-45240.0,30299.0,47022.0,-25877.0,,-0.46,1.7,1.1,0.6,94.75,,2909.0,63.11,270030.0,0.68,583.0,0.32,17.71,
삼성SDI(2026/12)(예측),192755.0,13103.0,,16002.0,12925.0,11924.0,,486260.0,242925.0,243335.0,225691.0,,3935.0,30673.0,-44824.0,18195.0,47016.0,-15010.0,,6.8,6.71,5.44,2.77,99.83,,14506.0,12.66,286797.0,0.64,588.0,0.32,3.39,
삼성SDI(2027/12)(예측),228603.0,21296.0,,24226.0,19961.0,18074.0,,534109.0,270279.0,263830.0,244110.0,,3881.0,40901.0,-50533.0,12067.0,46438.0,-2253.0,,9.32,8.73,7.69,3.91,102.44,,21987.0,8.35,310203.0,0.59,616.0,0.34,2.34,
SK스퀘어(2020/12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK스퀘어(2021/12),11464.0,4198.0,4198.0,3645.0,3632.0,3752.0,-120.0,226391.0,57838.0,168553.0,166604.0,1949.0,141.0,1034.0,-1425.0,546.0,521.0,513.0,23657.0,36.62,31.68,,,34.31,51465.72,16134.0,4.12,117868.0,0.56,0.0,0.0,0.0,141467571.0
SK스퀘어(2022/12),27352.0,161.0,161.0,408.0,2561.0,2598.0,-37.0,221606.0,49974.0,171632.0,168196.0,3436.0,141.0,3424.0,-578.0,687.0,3219.0,204.0,22757.0,0.59,9.36,1.55,1.14,29.12,54222.84,1836.0,18.27,118972.0,0.28,0.0,0.0,0.0,141467571.0
