기업명,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
SKC(2024/12),17216.0,-2768.0,-2768.0,-6620.0,-4551.0,-4435.0,-116.0,67487.0,44559.0,22927.0,11723.0,11204.0,1893.0,-1997.0,167.0,-21.0,6675.0,-8673.0,35840.0,-16.08,-26.43,-34.34,-6.6,194.35,509.33,-11711.0,,34412.0,3.05,,,,37868298.0
SKC(2025/12)(예측),18504.0,-1045.0,,-2761.0,-2118.0,-1875.0,,79191.0,59518.0,19673.0,9075.0,,1891.0,905.0,-1077.0,12053.0,2133.0,-2160.0,,-5.65,-11.45,-18.03,-2.89,302.54,,-4952.0,,26637.0,3.84,0.0,0.0,,
SKC(2026/12)(예측),21515.0,942.0,,-854.0,-634.0,-668.0,,83305.0,64267.0,19035.0,8408.0,,1891.0,1526.0,-2085.0,3324.0,2067.0,625.0,,4.38,-2.95,-7.64,-0.78,337.63,,-1763.0,,24679.0,4.14,0.0,0.0,,
SKC(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
넷마블(2020/12),24848.0,2720.0,2720.0,4746.0,3380.0,3130.0,251.0,82234.0,25728.0,56506.0,54071.0,2435.0,86.0,3723.0,-15291.0,8667.0,2104.0,1618.0,11703.0,10.95,13.61,6.35,4.82,45.53,59559.9,3647.0,36.05,66080.0,1.99,767.0,0.58,20.05,85845303.0
넷마블(2021/12),25069.0,1510.0,1510.0,3512.0,2492.0,2402.0,89.0,106638.0,46561.0,60077.0,57914.0,2162.0,86.0,1375.0,-11575.0,10991.0,864.0,511.0,24679.0,6.02,9.94,4.29,2.64,77.5,71333.18,2795.0,44.71,70683.0,1.77,528.0,0.42,18.01,85953502.0
넷마블(2022/12),26734.0,-1087.0,-1087.0,-9415.0,-8864.0,-8192.0,-672.0,89356.0,33138.0,56218.0,54609.0,1609.0,86.0,-4084.0,-404.0,-5490.0,387.0,-4470.0,22634.0,-4.07,-33.16,-14.56,-9.04,58.95,61369.85,-9531.0,,66649.0,0.91,0.0,0.0,0.0,85953502.0
넷마블(2023/12),25021.0,-685.0,-685.0,-1586.0,-3039.0,-2557.0,-482.0,79159.0,28368.0,50790.0,49795.0,995.0,86.0,-981.0,4656.0,-4809.0,362.0,-1343.0,18410.0,-2.74,-12.14,-4.9,-3.61,55.85,48612.75,-2975.0,,60774.0,0.96,0.0,0.0,0.0,85953502.0
넷마블(2024/12),26638.0,2156.0,2156.0,763.0,32.0,256.0,-224.0,81771.0,27032.0,54739.0,54160.0,578.0,86.0,2877.0,367.0,-2207.0,173.0,2704.0,16926.0,8.09,0.12,0.49,0.04,49.38,48867.21,298.0,173.31,66102.0,0.78,417.0,0.81,133.25,85953502.0
넷마블(2025/12)(예측),27191.0,2172.0,,2197.0,1570.0,1546.0,,82152.0,27993.0,54160.0,53529.0,,89.0,1464.0,-1058.0,379.0,310.0,669.0,,7.99,5.77,2.87,1.92,51.69,,1798.0,25.02,65331.0,0.69,355.0,0.79,19.72,
넷마블(2026/12)(예측),28281.0,2686.0,,3009.0,2184.0,2187.0,,83800.0,27838.0,55961.0,55858.0,,89.0,2156.0,94.0,-22.0,250.0,1671.0,,9.5,7.72,4.0,2.63,49.75,,2544.0,17.69,68174.0,0.66,397.0,0.88,15.59,
넷마블(2027/12)(예측),29786.0,3242.0,,3811.0,2716.0,2619.0,,86934.0,27232.0,59702.0,59756.0,,89.0,2632.0,-209.0,203.0,246.0,2286.0,,10.88,9.12,4.53,3.18,45.61,,3047.0,14.77,72931.0,0.62,634.0,1.41,20.81,
삼성E&A(2020/12),67492.0,3612.0,3612.0,3518.0,2521.0,2525.0,-4.0,47556.0,31738.0,15817.0,16007.0,-190.0,9800.0,444.0,734.0,704.0,234.0,209.0,2642.0,5.35,3.74,17.32,5.41,200.66,68.06,1288.0,10.29,8167.0,1.62,0.0,0.0,0.0,196000000.0
삼성E&A(2021/12),74867.0,5033.0,5033.0,5295.0,3511.0,3724.0,-213.0,60587.0,40982.0,19605.0,20023.0,-418.0,9800.0,7398.0,-2013.0,-2082.0,298.0,7101.0,408.0,6.72,4.69,20.67,6.49,209.04,100.99,1900.0,12.05,10216.0,2.24,0.0,0.0,0.0,196000000.0
삼성E&A(2022/12),100543.0,7029.0,7029.0,7157.0,5953.0,6649.0,-696.0,78487.0,52717.0,25770.0,26932.0,-1161.0,9800.0,5767.0,-5288.0,1747.0,207.0,5560.0,2594.0,6.99,5.92,28.32,8.56,204.56,168.84,3392.0,6.56,13741.0,1.62,0.0,0.0,0.0,196000000.0
삼성E&A(2023/12),106249.0,9931.0,9931.0,9326.0,6956.0,7538.0,-582.0,78014.0,45031.0,32983.0,34733.0,-1749.0,9800.0,-4598.0,164.0,-1235.0,280.0,-4878.0,1425.0,9.35,6.55,24.45,8.89,136.53,245.77,3846.0,7.54,17721.0,1.64,0.0,0.0,0.0,196000000.0
삼성E&A(2024/12),99666.0,9716.0,9716.0,9038.0,6387.0,7569.0,-1183.0,100133.0,61176.0,38957.0,42318.0,-3360.0,9800.0,16358.0,-497.0,-296.0,430.0,15929.0,1263.0,9.75,6.41,19.65,7.17,157.03,323.0,3862.0,4.29,21591.0,0.77,660.0,3.99,17.09,196000000.0
삼성E&A(2025/12)(예측),94808.0,7137.0,,7883.0,5778.0,6064.0,,102221.0,58333.0,43888.0,47543.0,,9800.0,4913.0,-1184.0,-1474.0,409.0,3693.0,,7.53,6.09,13.5,5.71,132.91,,3094.0,6.13,24257.0,0.78,616.0,3.25,19.9,
삼성E&A(2026/12)(예측),104766.0,8177.0,,8851.0,6437.0,6708.0,,108372.0,59361.0,49011.0,52914.0,,9800.0,7516.0,-1197.0,-1150.0,439.0,7481.0,,7.8,6.14,13.36,6.11,121.12,,3423.0,5.54,26997.0,0.7,649.0,3.42,18.97,
삼성E&A(2027/12)(예측),112337.0,8989.0,,9805.0,7113.0,7314.0,,116426.0,61755.0,54671.0,58648.0,,9800.0,8792.0,-1406.0,-779.0,453.0,10440.0,,8.0,6.33,13.11,6.33,112.96,,3732.0,5.08,29922.0,0.63,678.0,3.57,18.15,
포스코DX(2020/12),9642.0,261.0,261.0,163.0,90.0,87.0,3.0,6844.0,3145.0,3700.0,3687.0,13.0,760.0,656.0,-165.0,-92.0,34.0,621.0,21.0,2.71,0.93,2.36,1.32,85.0,389.54,57.0,135.84,2428.0,3.19,50.0,0.65,87.51,152034729.0
포스코DX(2021/12),8693.0,-195.0,-195.0,-153.0,-139.0,-142.0,3.0,6470.0,2878.0,3592.0,3575.0,17.0,760.0,-519.0,-473.0,-88.0,17.0,-536.0,20.0,-2.24,-1.6,-3.91,-2.09,80.11,372.81,-93.0,,2355.0,2.79,50.0,0.76,-53.4,152034729.0
포스코DX(2022/12),11527.0,647.0,647.0,608.0,459.0,456.0,3.0,8516.0,4376.0,4140.0,4122.0,18.0,760.0,-39.0,162.0,-98.0,40.0,-80.0,25.0,5.61,3.98,11.84,6.12,105.7,446.42,300.0,20.85,2715.0,2.3,75.0,1.2,24.98,152034729.0
포스코DX(2023/12),14859.0,1106.0,1106.0,1130.0,921.0,919.0,2.0,8898.0,4284.0,4614.0,4594.0,20.0,760.0,218.0,193.0,-130.0,108.0,110.0,24.0,7.44,6.2,21.08,10.58,92.83,510.08,604.0,122.78,3026.0,24.52,100.0,0.13,16.52,152034729.0
포스코DX(2024/12),14733.0,1090.0,1090.0,1185.0,886.0,880.0,6.0,8925.0,3666.0,5259.0,5232.0,27.0,760.0,978.0,-126.0,-172.0,127.0,851.0,38.0,7.4,6.01,17.92,9.94,69.7,587.84,579.0,32.95,3446.0,5.54,125.0,0.66,21.56,152034729.0
포스코DX(2025/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
포스코DX(2026/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
포스코DX(2027/12)(예측),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ(2020/12),319991.0,13903.0,13903.0,5137.0,2040.0,866.0,1174.0,400250.0,246287.0,153962.0,46435.0,107527.0,1790.0,30328.0,-14438.0,-5372.0,12342.0,17986.0,161623.0,4.35,0.64,1.89,0.51,159.97,2567.7,2430.0,37.91,138484.0,0.67,2000.0,2.17,77.52,29176998.0
CJ(2021/12),344840.0,18818.0,18818.0,13008.0,8070.0,2750.0,5320.0,419560.0,254925.0,164635.0,50660.0,113975.0,1790.0,33532.0,-16235.0,-12302.0,14581.0,18951.0,166998.0,5.46,2.34,5.66,1.97,154.84,2682.28,7710.0,10.82,151085.0,0.55,2300.0,2.76,28.09,29176998.0
CJ(2022/12),409249.0,21542.0,21542.0,10562.0,6868.0,2021.0,4848.0,482404.0,305068.0,177336.0,51827.0,125509.0,1790.0,40450.0,-46108.0,13792.0,19167.0,21282.0,198666.0,5.26,1.68,3.94,1.52,172.03,2767.78,5666.0,14.84,154565.0,0.54,2500.0,2.97,41.54,29176998.0
CJ(2023/12),413527.0,20391.0,20391.0,9859.0,5247.0,1948.0,3299.0,472038.0,293109.0,178928.0,55139.0,123789.0,1790.0,50170.0,-23653.0,-29735.0,14789.0,35381.0,181225.0,4.93,1.27,3.64,1.1,163.81,2823.55,5462.0,17.28,164443.0,0.57,3000.0,3.18,51.7,29176998.0
CJ(2024/12),436467.0,25475.0,25475.0,7088.0,1512.0,1005.0,507.0,474970.0,297506.0,177464.0,54590.0,122874.0,1790.0,48308.0,-21882.0,-32171.0,13448.0,34860.0,186886.0,5.84,0.35,1.83,0.32,167.64,2809.68,2817.0,35.18,162804.0,0.61,3000.0,3.03,100.23,29176998.0
CJ(2025/12)(예측),455947.0,29557.0,,12191.0,7972.0,3492.0,,478126.0,295167.0,182959.0,57737.0,,1790.0,45039.0,-21700.0,-12983.0,18918.0,24886.0,,6.48,1.75,6.22,1.67,161.33,,9792.0,12.85,172191.0,0.73,3074.0,2.44,25.69,
CJ(2026/12)(예측),481848.0,31188.0,,14904.0,9394.0,4527.0,,491264.0,300139.0,191126.0,62029.0,,1790.0,46502.0,-21355.0,-14835.0,20547.0,30360.0,,6.47,1.95,7.56,1.94,157.04,,12694.0,9.91,184989.0,0.68,3267.0,2.6,21.05,
CJ(2027/12)(예측),504130.0,32442.0,,15942.0,10560.0,5198.0,,498250.0,303040.0,195210.0,64017.0,,1790.0,48868.0,-35100.0,-17398.0,22785.0,31508.0,,6.44,2.1,8.25,2.13,155.24,,14574.0,8.63,190918.0,0.66,3450.0,2.74,19.37,
한화(2020/12),509265.0,15490.0,15490.0,10708.0,7075.0,1967.0,5109.0,1911783.0,1734606.0,177177.0,40991.0,136186.0,4896.0,34429.0,-18865.0,-5487.0,12482.0,21947.0,145648.0,3.04,1.39,4.61,0.38,979.02,789.51,2009.0,14.09,44629.0,0.63,700.0,2.47,33.27,74958735.0
한화(2021/12),528361.0,29279.0,29279.0,32165.0,22821.0,9735.0,13086.0,2034637.0,1814830.0,219806.0,54950.0,164856.0,4896.0,72281.0,-83482.0,24839.0,12163.0,60118.0,145814.0,5.54,4.32,20.29,1.16,825.65,1184.83,9943.0,3.16,59964.0,0.52,750.0,2.39,7.18,74958735.0
한화(2022/12),508867.0,23696.0,23696.0,21339.0,20090.0,11744.0,8345.0,1969769.0,1638010.0,331759.0,108132.0,223627.0,4896.0,24063.0,-36125.0,31920.0,15405.0,8657.0,163727.0,4.66,3.95,14.4,1.0,493.74,1861.23,11995.0,2.14,111732.0,0.23,750.0,2.92,6.28,74958735.0
한화(2023/12),531348.0,24119.0,24119.0,22466.0,16355.0,3805.0,12550.0,2097381.0,1765394.0,331987.0,107910.0,224077.0,4896.0,37934.0,-66682.0,17986.0,42804.0,-4870.0,324657.0,4.54,3.08,3.52,0.8,531.77,1829.0,3886.0,6.63,111503.0,0.23,750.0,2.91,19.38,74958735.0
한화(2024/12),556468.0,24161.0,24161.0,20680.0,16904.0,7730.0,9175.0,2520370.0,2124752.0,395618.0,107141.0,288476.0,4741.0,68810.0,-140492.0,71789.0,55949.0,12861.0,459843.0,4.34,3.04,7.19,0.73,537.07,2093.44,7916.0,3.4,120412.0,0.22,800.0,2.97,9.34,74958735.0
한화(2025/12)(예측),629258.0,33795.0,,26137.0,19373.0,7567.0,,2378864.0,1997268.0,381596.0,110940.0,,4803.0,49639.0,-38718.0,-16254.0,20887.0,20488.0,,5.37,3.08,6.94,0.79,523.4,,8002.0,5.92,124681.0,0.38,880.0,1.86,8.72,
한화(2026/12)(예측),659911.0,38843.0,,31630.0,23254.0,9370.0,,2426518.0,2026532.0,399985.0,119106.0,,4803.0,53592.0,-27759.0,-12951.0,22543.0,26218.0,,5.89,3.52,8.15,0.97,506.65,,9909.0,4.78,133859.0,0.35,910.0,1.92,7.28,
한화(2027/12)(예측),727868.0,42322.0,,31390.0,23794.0,8114.0,,2646716.0,2196872.0,449844.0,129218.0,,4740.0,67410.0,-40734.0,-18152.0,29467.0,46793.0,,5.82,3.27,6.54,0.94,488.36,,8581.0,5.52,145223.0,0.33,890.0,1.88,8.22,
CJ제일제당(2020/12),242457.0,13596.0,13596.0,11785.0,7864.0,6856.0,1008.0,256119.0,154455.0,101664.0,52744.0,48920.0,819.0,20018.0,-3451.0,-10979.0,9685.0,10333.0,95087.0,5.61,3.24,13.5,3.03,151.93,6940.18,41851.0,9.1,329172.0,1.16,4000.0,1.05,9.36,15054186.0
CJ제일제당(2021/12),262892.0,15244.0,15244.0,12178.0,8924.0,6129.0,2795.0,268558.0,160490.0,108068.0,61135.0,46933.0,819.0,16864.0,-6254.0,-12739.0,13428.0,3436.0,97747.0,5.8,3.4,10.76,3.4,148.51,7393.5,37413.0,10.36,381542.0,1.02,5000.0,1.29,13.08,15054186.0
CJ제일제당(2022/12),300795.0,16647.0,16647.0,12455.0,8027.0,5959.0,2067.0,300132.0,184842.0,115290.0,67557.0,47733.0,819.0,16273.0,-14985.0,5516.0,14430.0,1843.0,116172.0,5.53,2.67,9.26,2.82,160.33,8033.83,36378.0,10.46,421621.0,0.9,5500.0,1.45,14.8,15054186.0
CJ제일제당(2023/12),290235.0,12916.0,12916.0,7320.0,5595.0,3859.0,1735.0,296063.0,178263.0,117799.0,71515.0,46284.0,819.0,24448.0,-7027.0,-16582.0,11242.0,13205.0,111888.0,4.45,1.93,5.55,1.88,151.33,8490.32,23559.0,13.75,446325.0,0.73,5500.0,1.7,22.85,15054186.0
CJ제일제당(2024/12),293591.0,15530.0,15530.0,6105.0,3618.0,1482.0,2137.0,301500.0,179072.0,122428.0,78635.0,43793.0,819.0,22553.0,-11035.0,-18633.0,10009.0,12544.0,116471.0,5.29,1.23,1.97,1.21,146.27,8609.02,9046.0,28.25,490755.0,0.52,6000.0,2.35,64.92,15054186.0
CJ제일제당(2025/12)(예측),303408.0,16198.0,,10416.0,7782.0,5195.0,,303190.0,175389.0,127800.0,81433.0,,820.0,23373.0,-11268.0,-9378.0,10452.0,11063.0,,5.34,2.56,6.49,2.57,137.24,,31715.0,7.5,508222.0,0.47,6294.0,2.64,18.24,
CJ제일제당(2026/12)(예측),314325.0,17679.0,,12220.0,9089.0,6120.0,,312598.0,176433.0,136166.0,87644.0,,820.0,26596.0,-12954.0,-8694.0,11084.0,13012.0,,5.62,2.89,7.24,2.95,129.57,,37357.0,6.37,546984.0,0.44,6375.0,2.68,15.68,
CJ제일제당(2027/12)(예측),325990.0,18687.0,,13119.0,9660.0,7174.0,,329881.0,180161.0,149720.0,98176.0,,820.0,28800.0,-15694.0,-11063.0,12402.0,10537.0,,5.73,2.96,7.72,3.01,120.33,,43793.0,5.43,612710.0,0.39,6486.0,2.73,13.61,
GS(2020/12),154442.0,9206.0,9206.0,4308.0,-1878.0,-2427.0,549.0,244768.0,137203.0,107565.0,83538.0,24028.0,4735.0,17382.0,-14240.0,-2968.0,5985.0,11397.0,106779.0,5.96,-1.22,-2.81,-0.76,127.55,2326.39,-2563.0,,88236.0,0.43,1900.0,5.06,-74.16,92915378.0
GS(2021/12),201650.0,26513.0,26513.0,28530.0,16147.0,14490.0,1657.0,311913.0,169883.0,142029.0,102886.0,39144.0,4735.0,10139.0,-14243.0,8637.0,7684.0,2455.0,123753.0,13.15,8.01,15.54,5.8,119.61,2708.44,15301.0,2.56,108672.0,0.36,2000.0,5.12,13.07,92915378.0
GS(2022/12),285825.0,51202.0,51202.0,47599.0,24827.0,21430.0,3397.0,339222.0,174344.0,164878.0,124386.0,40492.0,4735.0,27354.0,-3975.0,-12130.0,8651.0,18703.0,122066.0,17.91,8.69,18.86,7.63,105.74,3129.11,22629.0,1.94,131382.0,0.33,2500.0,5.71,11.05,92915378.0
GS(2023/12),259785.0,37218.0,37218.0,34624.0,15787.0,13007.0,2781.0,344484.0,168232.0,176252.0,134500.0,41752.0,4735.0,30208.0,-14603.0,-16713.0,10745.0,19463.0,115447.0,14.33,6.08,10.05,4.62,95.45,3345.99,13734.0,2.98,142065.0,0.29,2500.0,6.11,18.2,92915378.0
GS(2024/12),252975.0,30602.0,30602.0,27185.0,8635.0,5670.0,2965.0,350634.0,165930.0,184704.0,140768.0,43935.0,4735.0,24262.0,-15033.0,-12611.0,12711.0,11551.0,113614.0,12.1,3.41,4.12,2.48,89.84,3413.43,5988.0,6.56,148685.0,0.26,2700.0,6.87,45.1,92915378.0
GS(2025/12)(예측),252289.0,30303.0,,27082.0,9991.0,7411.0,,357198.0,169426.0,187772.0,143202.0,,4740.0,11934.0,-10692.0,-754.0,9824.0,2166.0,,12.01,3.96,5.22,2.82,90.23,,7826.0,4.88,151257.0,0.25,2700.0,7.07,33.85,
GS(2026/12)(예측),258147.0,30744.0,,27396.0,10768.0,8067.0,,367242.0,172542.0,194700.0,149112.0,,4740.0,13620.0,-12954.0,-906.0,9680.0,2876.0,,11.91,4.17,5.52,2.97,88.62,,8519.0,4.48,157499.0,0.24,2820.0,7.38,32.48,
GS(2027/12)(예측),256220.0,29810.0,,23870.0,10260.0,7600.0,,360160.0,164410.0,195750.0,,,4740.0,18060.0,-13840.0,-3640.0,10250.0,7650.0,,11.63,4.0,,2.82,83.99,,8025.0,4.76,,,3300.0,8.64,40.34,
한국가스공사(2020/12),208337.0,8989.0,8989.0,-2689.0,-1607.0,-1721.0,114.0,359098.0,281746.0,77352.0,74810.0,2541.0,4616.0,32510.0,-9719.0,-21900.0,9121.0,23390.0,241611.0,4.31,-0.77,-2.24,-0.43,364.24,1561.89,-1864.0,,87164.0,0.35,0.0,0.0,0.0,92313000.0
한국가스공사(2021/12),275208.0,12397.0,12397.0,13673.0,9645.0,9508.0,138.0,436699.0,345506.0,91193.0,88691.0,2502.0,4616.0,-20705.0,-11703.0,34756.0,11562.0,-32268.0,282330.0,4.5,3.5,11.63,2.42,378.87,1777.35,10299.0,3.8,103338.0,0.38,2728.0,6.98,24.63,92313000.0
한국가스공사(2022/12),517243.0,24634.0,24634.0,19452.0,14970.0,14931.0,39.0,624250.0,520142.0,104107.0,101871.0,2237.0,4616.0,-145809.0,-9738.0,158021.0,11785.0,-157594.0,448831.0,4.76,2.89,15.67,2.82,499.62,2057.04,16174.0,2.24,118693.0,0.3,0.0,0.0,0.0,92313000.0
한국가스공사(2023/12),445560.0,15534.0,15534.0,-8619.0,-7474.0,-7612.0,138.0,572547.0,474286.0,98260.0,96270.0,1991.0,4616.0,58856.0,-13340.0,-45871.0,13311.0,45545.0,407260.0,3.49,-1.68,-7.68,-1.25,482.68,1884.23,-8246.0,,112167.0,0.22,0.0,0.0,0.0,92313000.0
한국가스공사(2024/12),383887.0,30034.0,30034.0,16376.0,11490.0,11467.0,22.0,576696.0,468433.0,108264.0,108291.0,-27.0,4616.0,36298.0,-17468.0,-18370.0,16661.0,19636.0,405589.0,7.82,2.99,11.21,2.0,432.68,2129.46,12422.0,2.79,124079.0,0.28,1455.0,4.19,11.07,92313000.0
한국가스공사(2025/12)(예측),371712.0,25474.0,,13716.0,10051.0,10001.0,,593887.0,476434.0,117453.0,116146.0,,4619.0,38928.0,-17751.0,266.0,17984.0,25290.0,,6.85,2.7,8.91,1.72,405.64,,10834.0,3.59,133079.0,0.29,2018.0,5.2,18.63,
한국가스공사(2026/12)(예측),366483.0,25271.0,,14516.0,10626.0,10566.0,,617364.0,490895.0,126469.0,125068.0,,4619.0,33672.0,-15725.0,10825.0,17750.0,23756.0,,6.89,2.9,8.76,1.75,388.15,,11445.0,3.39,143303.0,0.27,2157.0,5.55,18.85,
한국가스공사(2027/12)(예측),351659.0,23919.0,,12694.0,9530.0,9497.0,,533015.0,401105.0,131910.0,131678.0,,4617.0,32618.0,-8726.0,-21392.0,10594.0,13218.0,,6.8,2.71,7.4,1.66,304.07,,10288.0,3.78,150877.0,0.26,2479.0,6.38,24.1,
강원랜드(2020/12),4786.0,-4316.0,-4316.0,-4045.0,-2759.0,-2759.0,0.0,36416.0,3946.0,32470.0,32470.0,0.0,1070.0,-6557.0,8446.0,-1836.0,590.0,-7146.0,642.0,-90.18,-57.65,-7.92,-6.83,12.15,3098.2,-1289.0,,16016.0,1.47,0.0,0.0,0.0,213940500.0
강원랜드(2021/12),7884.0,-527.0,-527.0,-142.0,-106.0,-106.0,0.0,38273.0,5745.0,32528.0,32528.0,0.0,1070.0,2109.0,-739.0,33.0,429.0,1679.0,679.0,-6.68,-1.34,-0.33,-0.28,17.66,3103.6,-49.0,,16044.0,1.5,0.0,0.0,0.0,213940500.0
강원랜드(2022/12),12707.0,2176.0,2176.0,1679.0,1156.0,1156.0,0.0,41678.0,7524.0,34154.0,34154.0,0.0,1070.0,4202.0,-5242.0,-13.0,294.0,3907.0,656.0,17.12,9.1,3.47,2.89,22.03,3255.59,540.0,42.93,16846.0,1.38,350.0,1.51,61.37,213940500.0
강원랜드(2023/12),13886.0,2823.0,2823.0,4572.0,3409.0,3409.0,0.0,44487.0,7708.0,36779.0,36779.0,0.0,1070.0,3378.0,-2027.0,-700.0,708.0,2670.0,571.0,20.33,24.55,9.61,7.91,20.96,3500.97,1593.0,10.04,18141.0,0.88,930.0,5.81,55.31,213940500.0
강원랜드(2024/12),14269.0,2858.0,2858.0,5653.0,4569.0,4569.0,0.0,47006.0,8170.0,38837.0,38837.0,0.0,1070.0,4870.0,-1781.0,-2307.0,1075.0,3796.0,544.0,20.03,32.02,12.08,9.99,21.04,3730.73,2136.0,7.48,19379.0,0.82,1170.0,7.33,51.32,213940500.0
강원랜드(2025/12)(예측),14760.0,3017.0,,4440.0,3302.0,3532.0,,49687.0,8790.0,40896.0,39898.0,,1070.0,3137.0,-805.0,-967.0,739.0,2693.0,,20.44,22.38,8.97,6.83,21.49,,1651.0,9.76,19909.0,0.81,1055.0,6.54,63.9,
강원랜드(2026/12)(예측),15297.0,3176.0,,4577.0,3379.0,3379.0,,52270.0,9122.0,43148.0,41194.0,,1070.0,3751.0,-516.0,-1090.0,754.0,3234.0,,20.76,22.09,8.33,6.63,21.14,,1580.0,10.21,20555.0,0.78,1105.0,6.85,69.96,
강원랜드(2027/12)(예측),15511.0,3088.0,,4684.0,3572.0,3572.0,,57724.0,8512.0,49212.0,42593.0,,1070.0,4408.0,-1662.0,-44.0,1183.0,3262.0,,19.91,23.03,8.53,6.49,17.3,,1669.0,9.66,21253.0,0.76,1085.0,6.73,64.99,
한미약품(2020/12),10759.0,490.0,490.0,221.0,173.0,120.0,53.0,18820.0,10501.0,8319.0,7300.0,1019.0,296.0,1515.0,-452.0,-652.0,418.0,1097.0,8022.0,4.55,1.61,1.65,0.91,126.24,2525.97,934.0,371.08,57341.0,6.04,462.0,0.13,49.18,12810991.0
한미약품(2021/12),12032.0,1254.0,1254.0,1037.0,815.0,670.0,145.0,19367.0,10085.0,9283.0,8029.0,1253.0,302.0,2019.0,-434.0,-1133.0,199.0,1820.0,7563.0,10.42,6.77,8.74,4.27,108.64,2682.8,5232.0,50.83,63136.0,4.21,471.0,0.18,8.94,12810991.0
한미약품(2022/12),13315.0,1581.0,1581.0,1210.0,1016.0,828.0,188.0,19246.0,9154.0,10092.0,8719.0,1374.0,308.0,1623.0,-1814.0,-369.0,293.0,1329.0,6783.0,11.87,7.63,9.89,5.26,90.7,2808.49,6463.0,45.24,68638.0,4.26,481.0,0.16,7.37,12810991.0
한미약품(2023/12),14909.0,2207.0,2207.0,1940.0,1654.0,1462.0,191.0,18987.0,7985.0,11002.0,9554.0,1448.0,314.0,2165.0,-1835.0,-1268.0,274.0,1892.0,5729.0,14.8,11.09,16.0,8.65,72.57,3164.88,11415.0,30.88,75288.0,4.68,490.0,0.14,4.25,12810991.0
한미약품(2024/12),14955.0,2162.0,2162.0,1713.0,1404.0,1213.0,191.0,20208.0,7801.0,12408.0,10849.0,1559.0,320.0,1935.0,249.0,-938.0,393.0,1542.0,4967.0,14.46,9.39,11.89,7.17,62.87,3410.29,9470.0,29.62,85558.0,3.28,1250.0,0.45,13.07,12810991.0
한미약품(2025/12)(예측),16118.0,2326.0,,1997.0,1529.0,1427.0,,21685.0,7913.0,13772.0,12107.0,,319.0,2257.0,-647.0,-86.0,367.0,1969.0,,14.43,9.49,12.44,7.3,57.46,,11141.0,22.17,95482.0,2.59,955.0,0.39,8.57,
한미약품(2026/12)(예측),17368.0,2592.0,,2292.0,1750.0,1624.0,,23635.0,8174.0,15462.0,13675.0,,319.0,2651.0,-544.0,-207.0,375.0,2330.0,,14.92,10.08,12.6,7.72,52.86,,12678.0,19.48,107843.0,2.29,969.0,0.39,7.64,
한미약품(2027/12)(예측),18836.0,2812.0,,2617.0,1921.0,1847.0,,25879.0,8609.0,17270.0,15417.0,,320.0,2621.0,-368.0,-221.0,362.0,2320.0,,14.93,10.2,12.7,7.76,49.85,,14419.0,17.13,121584.0,2.03,1250.0,0.51,8.67,
키움증권(2020/12),45197.0,9690.0,9690.0,9839.0,7062.0,7034.0,28.0,375909.0,347060.0,28849.0,28567.0,282.0,1276.0,-14212.0,-1051.0,21266.0,155.0,,58690.0,21.44,15.62,27.63,2.29,1203.02,2191.17,27681.0,4.57,114155.0,1.11,3000.0,2.37,10.98,24028641.0
키움증권(2021/12),58662.0,12089.0,12089.0,12343.0,9102.0,9037.0,65.0,453011.0,409992.0,43019.0,42652.0,366.0,1452.0,-35285.0,-3147.0,40301.0,155.0,,83885.0,20.61,15.52,25.38,2.18,953.06,2889.2,32813.0,3.26,149422.0,0.72,3500.0,3.27,11.59,26219513.0
키움증권(2022/12),89424.0,6564.0,6564.0,6802.0,5082.0,5073.0,8.0,480373.0,434442.0,45931.0,45560.0,371.0,1452.0,-20118.0,-2951.0,25208.0,95.0,,91727.0,7.34,5.68,11.5,1.09,945.86,3147.67,17467.0,4.81,164805.0,0.51,3000.0,3.57,17.59,26219513.0
키움증권(2023/12),95448.0,5647.0,5647.0,5851.0,4407.0,4363.0,45.0,520464.0,471423.0,49041.0,48607.0,434.0,1452.0,-21475.0,-2917.0,27842.0,97.0,,102037.0,5.92,4.62,9.27,0.87,961.28,3386.83,15021.0,6.62,178306.0,0.56,3000.0,3.02,20.19,26226706.0
키움증권(2024/12),112803.0,10982.0,10982.0,10923.0,8349.0,8350.0,-2.0,556884.0,500565.0,56319.0,55877.0,441.0,1452.0,-49713.0,-1797.0,52797.0,216.0,,132357.0,9.74,7.4,15.98,1.55,888.81,3898.96,29304.0,3.97,210068.0,0.55,7500.0,6.45,24.63,25526706.0
